,,N,-C,-C(hex),(-)4k+3,(-)4k+3(hex),(-)4k+1,(-)4k+1(hex),+E,+E(hex),+4k+3,+4k+3(hex),+4k+1,+4k+1(hex)
1,<<,13682,-14141,-0x373d,,,-62331,-0xf37b,+3105,+0xc21,+38367,+0x95df,,
1,<<,13683,-14409,-0x3849,,,-26395,-0x671b,+6771,+0x1a73,,,+28065,+0x6da1
1,<<,13684,-9065,-0x2369,,,-11007,-0x2aff,+26611,+0x67f3,,,+28945,+0x7111
1,<<,13685,-5551,-0x15af,-22389,-0x5775,,,+2307,+0x903,,,+5157,+0x1425
1,<<,13686,-15801,-0x3db9,,,-28635,-0x6fdb,+9789,+0x263d,+57835,+0xe1eb,,
1,<<,13687,-8307,-0x2073,-12457,-0x30a9,,,+21185,+0x52c1,+24359,+0x5f27,,
1,<<,13688,-6623,-0x19df,-50997,-0xc735,,,+12345,+0x3039,+13111,+0x3337,,
1,<<,13689,-2749,-0xabd,,,-18139,-0x46db,+6741,+0x1a55,+60587,+0xecab,,
1,<<,13690,-17477,-0x4445,,,-98955,-0x1828b,+50035,+0xc373,,,+62905,+0xf5b9
1,<<,13691,-1191,-0x4a7,-10489,-0x28f9,,,+41805,+0xa34d,+67479,+0x10797,,
1,<<,13692,-4935,-0x1347,-59705,-0xe939,,,+121,+0x79,+12607,+0x313f,,
1,<<,13693,-9481,-0x2509,,,-25623,-0x6417,+4547,+0x11c3,,,+27309,+0x6aad
1,<<,13694,-12063,-0x2f1f,-19581,-0x4c7d,,,+4095,+0xfff,,,+19105,+0x4aa1
1,<<,13695,-4879,-0x130f,-22509,-0x57ed,,,+11501,+0x2ced,+19175,+0x4ae7,,
1,<<,13696,-4205,-0x106d,,,-6195,-0x1833,+505,+0x1f9,+94731,+0x1720b,,
1,<<,13697,-9213,-0x23fd,,,-23035,-0x59fb,+4445,+0x115d,+5555,+0x15b3,,
1,<<,13698,-20085,-0x4e75,,,-20723,-0x50f3,+1723,+0x6bb,,,+47733,+0xba75
1,<<,13699,-1449,-0x5a9,,,-2671,-0xa6f,+10713,+0x29d9,+70623,+0x113df,,
1,<<,13700,-19929,-0x4dd9,,,-39275,-0x996b,+30063,+0x756f,,,+65301,+0xff15
1,<<,13701,-16701,-0x413d,,,-30855,-0x7887,+23567,+0x5c0f,,,+30509,+0x772d
1,<<,13702,-2651,-0xa5b,-12045,-0x2f0d,,,+30303,+0x765f,,,+44829,+0xaf1d
1,<<,13703,-22659,-0x5883,-24825,-0x60f9,,,+16359,+0x3fe7,,,+18309,+0x4785
1,<<,13704,-2657,-0xa61,,,-10107,-0x277b,+2191,+0x88f,,,+3517,+0xdbd
1,<<,13705,-7305,-0x1c89,,,-35263,-0x89bf,+267,+0x10b,,,+3429,+0xd65
1,<<,13706,-2133,-0x855,,,-21231,-0x52ef,+6487,+0x1957,,,+32473,+0x7ed9
1,<<,13707,-20121,-0x4e99,,,-30711,-0x77f7,+7301,+0x1c85,+25035,+0x61cb,,
1,<<,13708,-5429,-0x1535,,,-9147,-0x23bb,+21405,+0x539d,+37183,+0x913f,,
1,<<,13709,-2071,-0x817,-56133,-0xdb45,,,+15881,+0x3e09,+42027,+0xa42b,,
1,<<,13710,-261,-0x105,,,-2103,-0x837,+2557,+0x9fd,+67879,+0x10927,,
1,<<,13711,-26227,-0x6673,-82669,-0x142ed,,,+17615,+0x44cf,,,+28529,+0x6f71
1,<<,13712,-1485,-0x5cd,,,-12759,-0x31d7,+18621,+0x48bd,+46543,+0xb5cf,,
1,<<,13713,-7713,-0x1e21,,,-27171,-0x6a23,+2297,+0x8f9,+2447,+0x98f,,
1,<<,13714,-7143,-0x1be7,-24405,-0x5f55,,,+2149,+0x865,+3535,+0xdcf,,
1,<<,13715,-6729,-0x1a49,,,-27175,-0x6a27,+8289,+0x2061,+20903,+0x51a7,,
1,<<,13716,-4613,-0x1205,,,-60395,-0xebeb,+2163,+0x873,,,+28057,+0x6d99
1,<<,13717,-871,-0x367,-48009,-0xbb89,,,+731,+0x2db,,,+1557,+0x615
1,<<,13718,-2691,-0xa83,-13737,-0x35a9,,,+40479,+0x9e1f,,,+64617,+0xfc69
1,<<,13719,-6109,-0x17dd,,,-7195,-0x1c1b,+3693,+0xe6d,+18599,+0x48a7,,
1,<<,13720,-12419,-0x3083,-38337,-0x95c1,,,+16885,+0x41f5,+43407,+0xa98f,,
1,<<,13721,-8959,-0x22ff,-31885,-0x7c8d,,,+13805,+0x35ed,+112719,+0x1b84f,,
1,<<,13722,-11421,-0x2c9d,,,-32183,-0x7db7,+5029,+0x13a5,+25707,+0x646b,,
1,<<,13723,-9751,-0x2617,-37377,-0x9201,,,+27863,+0x6cd7,,,+33693,+0x839d
1,<<,13724,-7259,-0x1c5b,-11625,-0x2d69,,,+7861,+0x1eb5,+14763,+0x39ab,,
1,<<,13725,-5163,-0x142b,-11305,-0x2c29,,,+9831,+0x2667,,,+80781,+0x13b8d
1,<<,13726,-9803,-0x264b,-86433,-0x151a1,,,+699,+0x2bb,,,+709,+0x2c5
1,<<,13727,-8997,-0x2325,,,-14259,-0x37b3,+953,+0x3b9,+114995,+0x1c133,,
1,<<,13728,-19053,-0x4a6d,,,-49467,-0xc13b,+13995,+0x36ab,,,+25005,+0x61ad
1,<<,13729,-52959,-0xcedf,-69709,-0x1104d,,,+365,+0x16d,+1887,+0x75f,,
1,<<,13730,-7545,-0x1d79,,,-12383,-0x305f,+5787,+0x169b,,,+78657,+0x13341
1,<<,13731,-6069,-0x17b5,,,-9499,-0x251b,+13553,+0x34f1,+35483,+0x8a9b,,
1,<<,13732,-3333,-0xd05,,,-4155,-0x103b,+3727,+0xe8f,,,+16381,+0x3ffd
1,<<,13733,-3513,-0xdb9,,,-13755,-0x35bb,+4551,+0x11c7,,,+18765,+0x494d
1,<<,13734,-14405,-0x3845,,,-39731,-0x9b33,+10893,+0x2a8d,+47083,+0xb7eb,,
1,<<,13735,-1081,-0x439,,,-4227,-0x1083,+3723,+0xe8b,,,+5909,+0x1715
1,<<,13736,-12035,-0x2f03,-13853,-0x361d,,,+3201,+0xc81,+33495,+0x82d7,,
1,<<,13737,-6961,-0x1b31,,,-25675,-0x644b,+4391,+0x1127,,,+8961,+0x2301
1,<<,13738,-1733,-0x6c5,,,-4995,-0x1383,+5377,+0x1501,+14503,+0x38a7,,
1,<<,13739,-8965,-0x2305,,,-9907,-0x26b3,+15303,+0x3bc7,,,+103289,+0x19379
1,<<,13740,-5109,-0x13f5,,,-53939,-0xd2b3,+28795,+0x707b,,,+35857,+0x8c11
1,<<,13741,-11463,-0x2cc7,-24225,-0x5ea1,,,+7851,+0x1eab,,,+8597,+0x2195
1,<<,13742,-7755,-0x1e4b,-16817,-0x41b1,,,+11485,+0x2cdd,+19035,+0x4a5b,,
1,<<,13743,-11545,-0x2d19,,,-22867,-0x5953,+633,+0x279,+13151,+0x335f,,
1,<<,13744,-24279,-0x5ed7,-26489,-0x6779,,,+351,+0x15f,,,+11845,+0x2e45
1,<<,13745,-4213,-0x1075,,,-4459,-0x116b,+1815,+0x717,,,+1929,+0x789
1,<<,13746,-9555,-0x2553,-17121,-0x42e1,,,+38727,+0x9747,,,+54369,+0xd461
1,<<,13747,-3891,-0xf33,-21165,-0x52ad,,,+20771,+0x5123,,,+21221,+0x52e5
1,<<,13748,-14999,-0x3a97,-25445,-0x6365,,,+9925,+0x26c5,+12931,+0x3283,,
1,<<,13749,-28543,-0x6f7f,-69289,-0x10ea9,,,+12311,+0x3017,,,+18657,+0x48e1
1,<<,13750,-1833,-0x729,,,-36875,-0x900b,+20709,+0x50e5,+22267,+0x56fb,,
1,<<,13751,-7671,-0x1df7,-11745,-0x2de1,,,+1563,+0x61b,,,+34425,+0x8679
1,<<,13752,-20873,-0x5189,,,-25643,-0x642b,+21411,+0x53a3,,,+21525,+0x5415
1,<<,13753,-14949,-0x3a65,,,-16059,-0x3ebb,+3497,+0xda9,+8519,+0x2147,,
1,<<,13754,-443,-0x1bb,-65837,-0x1012d,,,+21439,+0x53bf,,,+47209,+0xb869
1,<<,13755,-2755,-0xac3,-35409,-0x8a51,,,+5715,+0x1653,,,+15333,+0x3be5
1,<<,13756,-18513,-0x4851,,,-20567,-0x5057,+1227,+0x4cb,,,+62953,+0xf5e9
1,<<,13757,-11781,-0x2e05,,,-26743,-0x6877,+4527,+0x11af,,,+15345,+0x3bf1
1,<<,13758,-107,-0x6b,-7397,-0x1ce5,,,+26509,+0x678d,+35919,+0x8c4f,,
1,<<,13759,-8371,-0x20b3,-9181,-0x23dd,,,+15171,+0x3b43,,,+81929,+0x14009
1,<<,13760,-1487,-0x5cf,-13733,-0x35a5,,,+8407,+0x20d7,,,+11773,+0x2dfd
1,<<,13761,-4641,-0x1221,,,-10911,-0x2a9f,+19335,+0x4b87,,,+73749,+0x12015
1,<<,13762,-29963,-0x750b,-64865,-0xfd61,,,+10675,+0x29b3,,,+24849,+0x6111
1,<<,13763,-885,-0x375,,,-115351,-0x1c297,+699,+0x2bb,,,+50985,+0xc729
1,<<,13764,-27113,-0x69e9,,,-77187,-0x12d83,+6883,+0x1ae3,,,+7941,+0x1f05
1,<<,13765,-4819,-0x12d3,-12445,-0x309d,,,+9435,+0x24db,,,+13757,+0x35bd
1,<<,13766,-3935,-0xf5f,-25097,-0x6209,,,+27193,+0x6a39,+70987,+0x1154b,,
1,<<,13767,-2029,-0x7ed,,,-44419,-0xad83,+35343,+0x8a0f,,,+69773,+0x1108d
1,<<,13768,-18239,-0x473f,-18249,-0x4749,,,+6981,+0x1b45,+12111,+0x2f4f,,
1,<<,13769,-13951,-0x367f,-34033,-0x84f1,,,+989,+0x3dd,+5427,+0x1533,,
1,<<,13770,-3105,-0xc21,,,-13787,-0x35db,+837,+0x345,+31683,+0x7bc3,,
1,<<,13771,-43935,-0xab9f,-54669,-0xd58d,,,+15525,+0x3ca5,+18035,+0x4673,,
1,<<,13772,-5679,-0x162f,-33533,-0x82fd,,,+31045,+0x7945,+39103,+0x98bf,,
1,<<,13773,-14349,-0x380d,,,-54439,-0xd4a7,+1011,+0x3f3,,,+39861,+0x9bb5
1,<<,13774,-4085,-0xff5,,,-10511,-0x290f,+11035,+0x2b1b,,,+36309,+0x8dd5
1,<<,13775,-1279,-0x4ff,-10377,-0x2889,,,+4949,+0x1355,+40851,+0x9f93,,
1,<<,13776,-419,-0x1a3,-61217,-0xef21,,,+21781,+0x5515,+25803,+0x64cb,,
1,<<,13777,-11199,-0x2bbf,-50301,-0xc47d,,,+1667,+0x683,,,+20009,+0x4e29
1,<<,13778,-2217,-0x8a9,,,-60243,-0xeb53,+3127,+0xc37,,,+17665,+0x4501
1,<<,13779,-4875,-0x130b,-40809,-0x9f69,,,+563,+0x233,,,+15725,+0x3d6d
1,<<,13780,-15117,-0x3b0d,,,-21195,-0x52cb,+2431,+0x97f,,,+20493,+0x500d
1,<<,13781,-2551,-0x9f7,-5529,-0x1599,,,+639,+0x27f,,,+1589,+0x635
1,<<,13782,-171,-0xab,-6573,-0x19ad,,,+697,+0x2b9,+4459,+0x116b,,
1,<<,13783,-23215,-0x5aaf,-49917,-0xc2fd,,,+4713,+0x1269,+65279,+0xfeff,,
1,<<,13784,-1805,-0x70d,,,-23703,-0x5c97,+10977,+0x2ae1,+25123,+0x6223,,
1,<<,13785,-921,-0x399,,,-3195,-0xc7b,+2921,+0xb69,+4751,+0x128f,,
1,<<,13786,-14945,-0x3a61,,,-96851,-0x17a53,+10167,+0x27b7,,,+20997,+0x5205
1,<<,13787,-8949,-0x22f5,,,-17391,-0x43ef,+39873,+0x9bc1,+40703,+0x9eff,,
1,<<,13788,-1055,-0x41f,-23189,-0x5a95,,,+44731,+0xaebb,,,+59445,+0xe835
1,<<,13789,-10875,-0x2a7b,-11613,-0x2d5d,,,+1305,+0x519,+2099,+0x833,,
1,<<,13790,-18287,-0x476f,-27821,-0x6cad,,,+9037,+0x234d,+18579,+0x4893,,
1,<<,13791,-14499,-0x38a3,-19029,-0x4a55,,,+2679,+0xa77,,,+7589,+0x1da5
1,<<,13792,-18779,-0x495b,-36509,-0x8e9d,,,+8373,+0x20b5,+20427,+0x4fcb,,
1,<<,13793,-3381,-0xd35,,,-33439,-0x829f,+16841,+0x41c9,+17331,+0x43b3,,
1,<<,13794,-20585,-0x5069,,,-64143,-0xfa8f,+8209,+0x2011,+11463,+0x2cc7,,
1,<<,13795,-2005,-0x7d5,,,-11311,-0x2c2f,+15089,+0x3af1,+21771,+0x550b,,
1,<<,13796,-10205,-0x27dd,,,-47183,-0xb84f,+31641,+0x7b99,+33087,+0x813f,,
1,<<,13797,-4479,-0x117f,-5953,-0x1741,,,+2145,+0x861,+15171,+0x3b43,,
1,<<,13798,-4515,-0x11a3,-15965,-0x3e5d,,,+2589,+0xa1d,+15039,+0x3abf,,
1,<<,13799,-1945,-0x799,,,-16095,-0x3edf,+25299,+0x62d3,,,+37865,+0x93e9
1,<<,13800,-9005,-0x232d,,,-14979,-0x3a83,+697,+0x2b9,+30067,+0x7573,,
1,<<,13801,-4095,-0xfff,-10725,-0x29e5,,,+13929,+0x3669,+38507,+0x966b,,
1,<<,13802,-1737,-0x6c9,,,-15471,-0x3c6f,+6973,+0x1b3d,+11407,+0x2c8f,,
1,<<,13803,-30747,-0x781b,-38745,-0x9759,,,+6059,+0x17ab,,,+28101,+0x6dc5
1,<<,13804,-9749,-0x2615,,,-19479,-0x4c17,+2643,+0xa53,,,+49317,+0xc0a5
1,<<,13805,-2445,-0x98d,,,-16759,-0x4177,+13901,+0x364d,+41775,+0xa32f,,
1,<<,13806,-13731,-0x35a3,-17573,-0x44a5,,,+6295,+0x1897,,,+13137,+0x3351
1,<<,13807,-577,-0x241,,,-2587,-0xa1b,+42921,+0xa7a9,+48443,+0xbd3b,,
1,<<,13808,-19097,-0x4a99,,,-36707,-0x8f63,+11001,+0x2af9,+14943,+0x3a5f,,
1,<<,13809,-385,-0x181,,,-15459,-0x3c63,+4125,+0x101d,+11195,+0x2bbb,,
1,<<,13810,-6143,-0x17ff,-6165,-0x1815,,,+5007,+0x138f,,,+10165,+0x27b5
1,<<,13811,-9967,-0x26ef,-22741,-0x58d5,,,+6131,+0x17f3,,,+57665,+0xe141
1,<<,13812,-3393,-0xd41,,,-10679,-0x29b7,+627,+0x273,,,+3885,+0xf2d
1,<<,13813,-16939,-0x422b,-33285,-0x8205,,,+3089,+0xc11,+27527,+0x6b87,,
1,<<,13814,-3725,-0xe8d,,,-7083,-0x1bab,+17929,+0x4609,+27447,+0x6b37,,
1,<<,13815,-5311,-0x14bf,-10425,-0x28b9,,,+1185,+0x4a1,+31899,+0x7c9b,,
1,<<,13816,-34157,-0x856d,,,-63447,-0xf7d7,+11337,+0x2c49,+48187,+0xbc3b,,
1,<<,13817,-11973,-0x2ec5,,,-33955,-0x84a3,+2927,+0xb6f,,,+20621,+0x508d
1,<<,13818,-4157,-0x103d,,,-7983,-0x1f2f,+7303,+0x1c87,,,+17649,+0x44f1
1,<<,13819,-4497,-0x1191,,,-84267,-0x1492b,+22101,+0x5655,+48299,+0xbcab,,
1,<<,13820,-5873,-0x16f1,,,-20099,-0x4e83,+29983,+0x751f,,,+33957,+0x84a5
1,<<,13821,-4209,-0x1071,,,-5191,-0x1447,+8057,+0x1f79,+10715,+0x29db,,
1,<<,13822,-11315,-0x2c33,-11441,-0x2cb1,,,+17985,+0x4641,+22735,+0x58cf,,
1,<<,13823,-3037,-0xbdd,,,-3271,-0xcc7,+2469,+0x9a5,+6879,+0x1adf,,
1,<<,13824,-10877,-0x2a7d,,,-15215,-0x3b6f,+16177,+0x3f31,+51331,+0xc883,,
1,<<,13825,-7519,-0x1d5f,-9133,-0x23ad,,,+9167,+0x23cf,,,+14249,+0x37a9
1,<<,13826,-6011,-0x177b,-10257,-0x2811,,,+25165,+0x624d,+32979,+0x80d3,,
1,<<,13827,-1617,-0x651,,,-13215,-0x339f,+1155,+0x483,,,+5349,+0x14e5
1,<<,13828,-2537,-0x9e9,,,-28167,-0x6e07,+6807,+0x1a97,,,+23425,+0x5b81
1,<<,13829,-693,-0x2b5,,,-4011,-0xfab,+14861,+0x3a0d,+16919,+0x4217,,
1,<<,13830,-5697,-0x1641,,,-15383,-0x3c17,+9567,+0x255f,,,+12409,+0x3079
1,<<,13831,-18099,-0x46b3,-18129,-0x46d1,,,+8043,+0x1f6b,,,+43593,+0xaa49
1,<<,13832,-5727,-0x165f,-91845,-0x166c5,,,+9081,+0x2379,+22671,+0x588f,,
1,<<,13833,-6775,-0x1a77,-34113,-0x8541,,,+11867,+0x2e5b,,,+28277,+0x6e75
1,<<,13834,-3441,-0xd71,,,-22007,-0x55f7,+10149,+0x27a5,+14179,+0x3763,,
1,<<,13835,-9199,-0x23ef,-59005,-0xe67d,,,+1421,+0x58d,+14219,+0x378b,,
1,<<,13836,-693,-0x2b5,,,-40515,-0x9e43,+2845,+0xb1d,+20791,+0x5137,,
1,<<,13837,-12585,-0x3129,,,-28143,-0x6def,+17117,+0x42dd,+33515,+0x82eb,,
1,<<,13838,-2375,-0x947,-14385,-0x3831,,,+8163,+0x1fe3,,,+41497,+0xa219
1,<<,13839,-12145,-0x2f71,,,-13831,-0x3607,+3143,+0xc47,,,+4953,+0x1359
1,<<,13840,-8513,-0x2141,,,-12807,-0x3207,+17763,+0x4563,,,+83373,+0x145ad
1,<<,13841,-5431,-0x1537,-36349,-0x8dfd,,,+4407,+0x1137,,,+7545,+0x1d79
1,<<,13842,-52481,-0xcd01,,,-53135,-0xcf8f,+9175,+0x23d7,,,+17197,+0x432d
1,<<,13843,-22981,-0x59c5,,,-44467,-0xadb3,+4473,+0x1179,+16935,+0x4227,,
1,<<,13844,-7713,-0x1e21,,,-11199,-0x2bbf,+30547,+0x7753,,,+141013,+0x226d5
1,<<,13845,-38353,-0x95d1,,,-46351,-0xb50f,+9717,+0x25f5,+10607,+0x296f,,
1,<<,13846,-5033,-0x13a9,,,-8315,-0x207b,+7879,+0x1ec7,,,+27577,+0x6bb9
1,<<,13847,-10605,-0x296d,,,-17071,-0x42af,+4869,+0x1305,+33159,+0x8187,,
1,<<,13848,-3689,-0xe69,,,-11655,-0x2d87,+7537,+0x1d71,+10827,+0x2a4b,,
1,<<,13849,-22135,-0x5677,-68989,-0x10d7d,,,+9167,+0x23cf,,,+11897,+0x2e79
1,<<,13850,-653,-0x28d,,,-11975,-0x2ec7,+18445,+0x480d,+26823,+0x68c7,,
1,<<,13851,-7311,-0x1c8f,-24765,-0x60bd,,,+1653,+0x675,+22055,+0x5627,,
1,<<,13852,-579,-0x243,-17405,-0x43fd,,,+927,+0x39f,,,+8481,+0x2121
1,<<,13853,-733,-0x2dd,,,-3195,-0xc7b,+15605,+0x3cf5,+60099,+0xeac3,,
1,<<,13854,-9341,-0x247d,,,-16443,-0x403b,+6997,+0x1b55,+9583,+0x256f,,
1,<<,13855,-361,-0x169,,,-3147,-0xc4b,+4001,+0xfa1,+18915,+0x49e3,,
1,<<,13856,-773,-0x305,,,-2603,-0xa2b,+7795,+0x1e73,,,+22485,+0x57d5
1,<<,13857,-9561,-0x2559,,,-49975,-0xc337,+16887,+0x41f7,,,+22929,+0x5991
1,<<,13858,-6675,-0x1a13,-41565,-0xa25d,,,+15945,+0x3e49,+17035,+0x428b,,
1,<<,13859,-70075,-0x111bb,-78261,-0x131b5,,,+9233,+0x2411,+34431,+0x867f,,
1,<<,13860,-9015,-0x2337,-11513,-0x2cf9,,,+565,+0x235,+10875,+0x2a7b,,
1,<<,13861,-4161,-0x1041,,,-37411,-0x9223,+33935,+0x848f,,,+52805,+0xce45
1,<<,13862,-31493,-0x7b05,,,-43583,-0xaa3f,+4653,+0x122d,+13663,+0x355f,,
1,<<,13863,-12049,-0x2f11,,,-15567,-0x3ccf,+1085,+0x43d,+30171,+0x75db,,
1,<<,13864,-12723,-0x31b3,-56565,-0xdcf5,,,+59205,+0xe745,+60843,+0xedab,,
1,<<,13865,-12255,-0x2fdf,-28321,-0x6ea1,,,+16337,+0x3fd1,+29667,+0x73e3,,
1,<<,13866,-3317,-0xcf5,,,-11591,-0x2d47,+25579,+0x63eb,,,+37557,+0x92b5
1,<<,13867,-357,-0x165,,,-7231,-0x1c3f,+31931,+0x7cbb,,,+36869,+0x9005
1,<<,13868,-4703,-0x125f,-11609,-0x2d59,,,+1465,+0x5b9,+6711,+0x1a37,,
1,<<,13869,-6759,-0x1a67,-12801,-0x3201,,,+1551,+0x60f,,,+3617,+0xe21
1,<<,13870,-2301,-0x8fd,,,-57615,-0xe10f,+20593,+0x5071,+83407,+0x145cf,,
1,<<,13871,-2775,-0xad7,-14145,-0x3741,,,+3641,+0xe39,+21491,+0x53f3,,
1,<<,13872,-663,-0x297,-21885,-0x557d,,,+32047,+0x7d2f,,,+42793,+0xa729
1,<<,13873,-8475,-0x211b,-25309,-0x62dd,,,+12707,+0x31a3,,,+15569,+0x3cd1
1,<<,13874,-6177,-0x1821,,,-33263,-0x81ef,+307,+0x133,,,+3789,+0xecd
1,<<,13875,-21721,-0x54d9,,,-29679,-0x73ef,+32001,+0x7d01,+119639,+0x1d357,,
1,<<,13876,-21153,-0x52a1,,,-29943,-0x74f7,+4423,+0x1147,,,+9373,+0x249d
1,<<,13877,-10449,-0x28d1,,,-22983,-0x59c7,+3291,+0xcdb,,,+45261,+0xb0cd
1,<<,13878,-8273,-0x2051,,,-23595,-0x5c2b,+9475,+0x2503,,,+30277,+0x7645
1,<<,13879,-745,-0x2e9,,,-1867,-0x74b,+6639,+0x19ef,,,+24581,+0x6005
1,<<,13880,-22547,-0x5813,-41109,-0xa095,,,+7291,+0x1c7b,,,+19657,+0x4cc9
1,<<,13881,-5823,-0x16bf,-10645,-0x2995,,,+29927,+0x74e7,,,+112841,+0x1b8c9
1,<<,13882,-711,-0x2c7,-24141,-0x5e4d,,,+1467,+0x5bb,,,+15457,+0x3c61
1,<<,13883,-2467,-0x9a3,-12885,-0x3255,,,+1175,+0x497,,,+3813,+0xee5
1,<<,13884,-3785,-0xec9,,,-10187,-0x27cb,+2583,+0xa17,,,+13321,+0x3409
1,<<,13885,-6451,-0x1933,-8365,-0x20ad,,,+10689,+0x29c1,+22679,+0x5897,,
1,<<,13886,-25511,-0x63a7,-28757,-0x7055,,,+45345,+0xb121,+57223,+0xdf87,,
1,<<,13887,-1491,-0x5d3,-41089,-0xa081,,,+8255,+0x203f,,,+46121,+0xb429
1,<<,13888,-8057,-0x1f79,,,-16203,-0x3f4b,+447,+0x1bf,,,+28393,+0x6ee9
1,<<,13889,-19183,-0x4aef,-29221,-0x7225,,,+5349,+0x14e5,+59135,+0xe6ff,,
1,<<,13890,-8343,-0x2097,-15077,-0x3ae5,,,+8709,+0x2205,+25579,+0x63eb,,
1,<<,13891,-24157,-0x5e5d,,,-30579,-0x7773,+1623,+0x657,,,+5385,+0x1509
1,<<,13892,-7503,-0x1d4f,-11693,-0x2dad,,,+17193,+0x4329,+19395,+0x4bc3,,
1,<<,13893,-27535,-0x6b8f,-54889,-0xd669,,,+4527,+0x11af,,,+9461,+0x24f5
1,<<,13894,-1383,-0x567,-11421,-0x2c9d,,,+10375,+0x2887,,,+25173,+0x6255
1,<<,13895,-11611,-0x2d5b,-28861,-0x70bd,,,+9753,+0x2619,+18339,+0x47a3,,
1,<<,13896,-8249,-0x2039,,,-11219,-0x2bd3,+3673,+0xe59,+30751,+0x781f,,
1,<<,13897,-4861,-0x12fd,,,-23871,-0x5d3f,+5487,+0x156f,,,+16745,+0x4169
1,<<,13898,-8541,-0x215d,,,-9591,-0x2577,+2799,+0xaef,,,+45705,+0xb289
1,<<,13899,-9117,-0x239d,,,-27355,-0x6adb,+8093,+0x1f9d,+67775,+0x108bf,,
1,<<,13900,-4499,-0x1193,-11649,-0x2d81,,,+7731,+0x1e33,,,+14137,+0x3739
1,<<,13901,-5173,-0x1435,,,-12351,-0x303f,+9485,+0x250d,+12951,+0x3297,,
1,<<,13902,-2883,-0xb43,-43221,-0xa8d5,,,+21943,+0x55b7,,,+35065,+0x88f9
1,<<,13903,-19465,-0x4c09,,,-27459,-0x6b43,+9423,+0x24cf,,,+36449,+0x8e61
1,<<,13904,-4517,-0x11a5,,,-8903,-0x22c7,+6157,+0x180d,+14067,+0x36f3,,
1,<<,13905,-5535,-0x159f,-21109,-0x5275,,,+24605,+0x601d,+30147,+0x75c3,,
1,<<,13906,-10253,-0x280d,,,-37755,-0x937b,+1933,+0x78d,+4167,+0x1047,,
1,<<,13907,-25921,-0x6541,,,-28227,-0x6e43,+29981,+0x751d,+41031,+0xa047,,
1,<<,13908,-2499,-0x9c3,-14453,-0x3875,,,+2605,+0xa2d,+7731,+0x1e33,,
1,<<,13909,-8001,-0x1f41,,,-44955,-0xaf9b,+5475,+0x1563,,,+6041,+0x1799
1,<<,13910,-33383,-0x8267,-37121,-0x9101,,,+4797,+0x12bd,+14119,+0x3727,,
1,<<,13911,-5707,-0x164b,-14721,-0x3981,,,+7205,+0x1c25,+16403,+0x4013,,
1,<<,13912,-2933,-0xb75,,,-9807,-0x264f,+4285,+0x10bd,+14727,+0x3987,,
1,<<,13913,-2653,-0xa5d,,,-12643,-0x3163,+9219,+0x2403,,,+13161,+0x3369
1,<<,13914,-1227,-0x4cb,-3113,-0xc29,,,+12829,+0x321d,+24895,+0x613f,,
1,<<,13915,-6567,-0x19a7,-7725,-0x1e2d,,,+3003,+0xbbb,,,+23661,+0x5c6d
1,<<,13916,-11615,-0x2d5f,-33453,-0x82ad,,,+3157,+0xc55,+20083,+0x4e73,,
1,<<,13917,-609,-0x261,,,-1095,-0x447,+1769,+0x6e9,+30707,+0x77f3,,
1,<<,13918,-8903,-0x22c7,-16233,-0x3f69,,,+23269,+0x5ae5,+24723,+0x6093,,
1,<<,13919,-6201,-0x1839,,,-22227,-0x56d3,+113,+0x71,+16595,+0x40d3,,
1,<<,13920,-7895,-0x1ed7,-38645,-0x96f5,,,+115,+0x73,,,+32701,+0x7fbd
1,<<,13921,-19771,-0x4d3b,-32509,-0x7efd,,,+13881,+0x3639,+113231,+0x1ba4f,,
1,<<,13922,-13533,-0x34dd,,,-14103,-0x3717,+13197,+0x338d,+46375,+0xb527,,
1,<<,13923,-4599,-0x11f7,-7201,-0x1c21,,,+15341,+0x3bed,+54135,+0xd377,,
1,<<,13924,-52583,-0xcd67,-61269,-0xef55,,,+15093,+0x3af5,+31935,+0x7cbf,,
1,<<,13925,-4479,-0x117f,-14589,-0x38fd,,,+17547,+0x448b,,,+34397,+0x865d
1,<<,13926,-7083,-0x1bab,-9993,-0x2709,,,+2035,+0x7f3,,,+12517,+0x30e5
1,<<,13927,-5409,-0x1521,,,-29527,-0x7357,+14045,+0x36dd,+17975,+0x4637,,
1,<<,13928,-285,-0x11d,,,-29267,-0x7253,+16213,+0x3f55,+31131,+0x799b,,
1,<<,13929,-6961,-0x1b31,,,-22711,-0x58b7,+3621,+0xe25,+15575,+0x3cd7,,
1,<<,13930,-16901,-0x4205,,,-27203,-0x6a43,+415,+0x19f,,,+1105,+0x451
1,<<,13931,-19041,-0x4a61,,,-31899,-0x7c9b,+4901,+0x1325,+12711,+0x31a7,,
1,<<,13932,-21255,-0x5307,-28005,-0x6d65,,,+1317,+0x525,+23367,+0x5b47,,
1,<<,13933,-4791,-0x12b7,-10573,-0x294d,,,+11019,+0x2b0b,,,+20601,+0x5079
1,<<,13934,-5091,-0x13e3,-7365,-0x1cc5,,,+10497,+0x2901,+50455,+0xc517,,
1,<<,13935,-991,-0x3df,-3265,-0xcc1,,,+22769,+0x58f1,+35879,+0x8c27,,
1,<<,13936,-10137,-0x2799,,,-15623,-0x3d07,+10503,+0x2907,,,+23337,+0x5b29
